醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,開賣,備註
5907060034,化春藥師藥局,高雄市大寮區中庄里中庄路３７號,120.3964,22.63453,(07)7037275,0,無
5907060043,永成專業藥師藥局,高雄市大寮區中興里鳳林四路６２號,120.3878,22.6152,(07)7816221,0,無
5907060098,佳和健保藥局,高雄市大寮區鳳林三路５１２號,120.3954,22.60616,(07)7821500,0,自2／11日~2／29日，營業日8:30~12:00、15:00-21:00為販賣口罩時間，售完為止。
5907060221,淑德健保藥局,高雄市大寮區內坑里淑德新村１號３樓,120.3707,22.58833,(07)7923556,0,（截至05/08 07:30:13，資料未更新）
5907060230,華思中西藥局,高雄市大寮區永芳里進學路１２２號１樓,120.3933,22.60468,(07)7835567,0,無
5907060258,杏合藥局,高雄市大寮區後庄里民族路２７０號１樓,120.3917,22.63746,(07)7023620,0,實名制快篩：週一~週五8:00，週六日9:00開始販售
5907060267,加嘉藥局,高雄市大寮區山頂里內厝路１９１號１樓,120.3901,22.60793,(07)7860683,0,快篩販售時間每日早上09點開始.售完為止
5907070012,舒康藥師藥局,高雄市大樹區久堂路１２９號,120.4167,22.65781,(07)6520268,0,14:00~18:00若提前售完，銷售時間提前結束。
5907070030,久堂藥局,高雄市大樹區久堂里久堂路１３６號１樓,120.4178,22.65813,(07)6512800,0,無
5907080081,英祥連鎖藥局仁雄店,高雄市仁武區仁雄路３６之２號,120.3512,22.68115,(07)3722509,0,快篩販售時間：星期一～五的9:00至21:00、星期六9:30至21:00、星期日不販售
5907080125,仁武丁丁藥局,高雄市仁武區仁和里鳳仁路２１之８號,120.3558,22.6802,(07)3721896,0,即日起，營業日9:00起為販賣快篩時間，售完為止。
5907080189,德昌藥局仁雄店,高雄市仁武區灣內里仁雄路３８、３８－１、３８－２號,120.3506,22.68074,(07)3749166,0,固定週一至週日8:00~22:00販售快篩.售完為止
5907080214,新高橋藥局八德中店,高雄市仁武區八卦里八德中路８６、８８、９０號,120.3393,22.68489,(07)3736437,0,藥局電話 07-3736437
5907080223,新高橋藥局仁雄店,高雄市仁武區赤山里仁雄路８９－３號,120.3457,22.67722,(07)3485857,0,藥局電話07-3743243
5907080232,大樹仁武藥局,高雄市仁武區赤山里仁雄路８０－９號,120.3469,22.67811,(07)3744777,0,快篩實名制，每天16:00開始販售，售完為止。
5907080250,仁同藥局,高雄市仁武區八卦里永仁街７０６號１樓,120.3313,22.69072,(07)3736142,0,可購買快篩試劑時間每日早上7:30到22:30
5907080269,興德昌藥局,高雄市仁武區文武里中華路２３２號,120.3516,22.69985,(07)3757005,0,固定週一至週日08:00~22:00開始販售快篩.售完為止
5907080303,群邦藥局,高雄市仁武區八德東路１８０號１樓,120.3422,22.68538,(07)3745985,0,每日8:30開始販售公費快篩（售完為止），星期日公休停止販售快篩
5907080321,德杏藥局,高雄市仁武區永仁街２０號１樓,120.3297,22.68191,(07)3735936,0,FB粉絲專頁會有即時公告喔@DEXINGPHARMACY ，也可以加入LINE:@618okfxh諮詢喔~
5907080330,文武藥局,高雄市仁武區文武里中華路３５３號,120.3535,22.7011,(07)3733551,0,快篩實名制，每天16:00開始販售，售完為止。
5907090023,金元發藥局,高雄市大社區中山路１９９號,120.3471,22.73215,(07)3542200,0,快篩實名制：08:00~21:30售完為止
5907090032,上鼎藥師健保藥局,高雄市大社區中山路４２３號,120.3526,22.73146,(07)3531053,0,營業時間每日8:00至22:00，另快篩每日9:00開放民眾購買，售完為止。
5907090069,德泰健保藥局,高雄市大社區大新路３５之１號１樓,120.3503,22.72531,(07)3524296,0,無
5907090087,安泰專業藥師藥局,高雄市大社區中山路２６７號１樓,120.3492,22.73194,(07)3553715,0,健保快篩全天都可領用
5907090121,新高橋藥局大社店,高雄市大社區中山路２７７號１樓,120.3496,22.73189,(07)3520061,0,早上9:50發號碼牌 10:00開始販售
5907090167,大樹大社藥局,高雄市大社區中山路３０８號１樓,120.3503,22.73145,(07)3531682,0,快篩實名制，每天16:00開始販售，售完為止。
5907100088,本館藥局,高雄市鳥松區大華里本館路１９０號１樓,120.3361,22.65556,(07)3707655,0,營業時間每日09:00-22:00  實名制快篩販賣時間15:00-20:00
5907110048,和德藥局橋頭店,高雄市橋頭區橋南路１１６－１號,120.3125,22.75441,(07)6113580,0,無
5907110066,安麗兒藥局橋頭店,高雄市橋頭區隆豐路１４８號,120.3062,22.75491,(07)6111209,0,上午10點開始領取快篩
5907110084,昱佳藥局,高雄市橋頭區仕豐南路６６號,120.3099,22.74901,(07)6110302,0,快篩試劑售時間:早上7:30開始發售（售完為止）
5907110093,順和藥局,高雄市橋頭區仕豐路５號,120.3087,22.75144,(07)6118688,0,政府快篩發放時間晚上10點-10點半
5907110146,民權藥局,高雄市橋頭區橋頭里２８鄰成功路２２７號１樓－２２９號１樓,120.3105,22.7563,(07)6113632,0,5／3起每日快篩販售時間為下午1:30-3:30
5907110155,丁丁藥局橋頭店,高雄市橋頭區成功南路１４８巷３號,120.3134,22.75229,(07)6113633,0,無
5907120017,和德藥局燕巢店,高雄市燕巢區西燕里中民路６２８號,120.3612,22.79345,(07)6143499,0,全日開賣成人快篩
5907140108,德昌藥局阿蓮店,高雄市阿蓮區阿蓮里中正路４５６號,120.3321,22.88075,(07)6318868,0,每天8:00販售實名制快篩，售完為止
5907140117,悅安藥局,高雄市阿蓮區和蓮里信義路１１１號,120.3263,22.87952,(07)6319632,0,1／2 晚上休息
5907140126,天德藥局阿蓮店,高雄市阿蓮區南蓮里忠孝路１６８、１７０號,120.3304,22.87917,(07)6311566,0,販售快篩時間：下午3:00販售~晚上9點（售完為止）
5907150024,安麗兒藥局路竹店,高雄市路竹區大社路５１號１樓,120.262,22.8632,(07)6071699,0,無
5907150097,金德昌藥師藥局,高雄市路竹區大社路９０之６號,120.263,22.86382,(07)6978143,0,兒童免費快篩發送時間:14:30~16:00...其餘時間為成人販售時間
5907150177,佑安藥局,高雄市路竹區中和街１８２號,120.2575,22.85889,(07)6072215,0,星期一至六08:00開始販售；星期日無販售，售完為止
5907150202,永昌藥局,高雄市路竹區延平路８１號,120.2579,22.85786,(07)6964321,0,營業時間--上午:09:00~12:30；下午:15:00~19:00
5907150220,天德藥局路竹店,高雄市路竹區忠孝路２６－２、２６－３號１樓,120.2601,22.86059,(07)6975656,0,僅發放免費快篩，售完為止
5907150239,固德藥局,高雄市路竹區金平路３１２號,120.269,22.86954,(07)6978641,0,春節期間看診時段請電洽藥局
5907150257,大樹大立藥局,高雄市路竹區國昌路５１號,120.26,22.85409,(07)6961663,0,快篩實名制，每天16:00開始販售，售完為止。
5907160039,華安藥局,高雄市湖內區中山路一段４５１－１９號,120.2459,22.88472,(07)6938208,0,周一~周五9:00-22:00  週六9:00-21:00
5907160075,安麗兒藥局東方店,高雄市湖內區湖東里東方路９０號,120.2483,22.87968,(07)6936029,0,領快篩 時間 一~日 早上9點開始~售完為止
5907160093,保生藥局,高雄市湖內區葉厝里保生路３４０．３４２號,120.2195,22.90733,(07)6990800,0,快篩實名制，每天16:00開始販售，售完為止。
5907170035,得安藥局,高雄市茄萣區嘉安里仁愛路三段５６巷１－３號,120.1847,22.90057,(07)6909718,0,無
5907200038,和德藥局梓官店,高雄市梓官區梓和里梓官路２３３號１樓,120.267,22.75975,(07)6191008,0,無
5907200047,永恒健康生活藥局,高雄市梓官區智蚵里通安路１７６號１樓,120.252,22.7307,(07)6102755,0,營業時間週一到週日早上8:30至下午1:00； 下午2:00至晚上9:30  實名制快篩 營業時間販售 售完為止
5907200065,復安堂藥局,高雄市梓官區信蚵里廣澤路２號１樓,120.2553,22.7297,(07)6103147,0,W一-五0830~1200，1500~1800，1900~2100，W六08:30~12:00，週日1800（實名制快篩試劑每天營業時間開始販售，售完為止）
5907240014,博林健保藥局,高雄市內門區觀亭里中正路１６０巷５１號,120.4539,22.9232,(07)6671883,0,自2／11日~2／29日，營業日07:40~18:00為販賣口罩時間，售完為止
5907280036,七賢藥局,高雄市鹽埕區七賢三路１６２號１樓,120.2829,22.62712,(07)5330616,0,快篩實名制，每天16:00開始販售，售完為止。
5907290023,明倫藥局,高雄市鼓山區明倫路１５０號１樓,120.2979,22.66507,(07)5520736,0,無
5907290103,康喜藥局,高雄市鼓山區華榮路６０７號,120.2923,22.67088,(07)5550060,0,營業時間星期一~六9:00~21:00  快篩9:00開始
5907290112,新高橋藥局華榮店,高雄市鼓山區華榮路２８７號１樓,120.2967,22.66616,(07)5534727,0,無
5907290158,美館久億藥局,高雄市鼓山區美術東二路２４５、２４７號,120.2883,22.66526,(07)5227762,0,周一至周日 每日下午兩點開始販售
5907290176,為安藥局,高雄市鼓山區九如四路９５９號,120.2788,22.65541,(07)5212912,0,快篩實名制販賣時間：星期一至星期六  10:00開始，賣完為止  星期日休息
5907290238,聯合藥師藥局,高雄市鼓山區中華一路９７０號１樓,120.2919,22.65515,(07)5500558,0,無
5907290265,新美館藥局,高雄市鼓山區中華一路９７２號,120.2919,22.65513,(07)5522006,0,於營業時間內販售實名制快篩，賣完為止。
5907290274,明誠丁丁藥局,高雄市鼓山區明誠三路４６５號,120.3011,22.66097,(07)5520120,0,無
5907290309,鼓山藥局,高雄市鼓山區華榮路１０號,120.2973,22.66156,(07)5520017,0,快篩實名制，每天16:00開始販售，售完為止。
5907290327,金好藥局,高雄市鼓山區青海路４１８號１樓,120.2845,22.65177,(07)5869556,0,無
5907290336,丁丁藥局,高雄市鼓山區美術東二路７號,120.2877,22.65167,(07)3854991,0,無
5907290345,新高橋藥局裕明店,高雄市鼓山區裕誠路１６６８號１樓,120.294,22.66065,(07)5224680,0,連續假期正常營
5907290354,文昇藥局,高雄市鼓山區慶豐街１２５號,120.2942,22.66724,(07)5525314,0,無
5907300024,重愛藥局,高雄市左營區文自路９３０號１樓,120.3161,22.68547,(07)3501870,0,下午2:30開始販售口罩
5907300042,育安健保藥局,高雄市左營區富國路３３９號１樓,120.3071,22.66643,(07)5508862,0,快篩實名制早上09:00開始販售，售完為止。自備現金500元，無刷卡無刷卡無刷卡。周日公休
5907300088,神農健保藥局,高雄市左營區重和路１１７號,120.3121,22.68463,(07)3418228,0,星期一到六每天14點購買快篩，星期天公休
5907300168,金元藥局,高雄市左營區重愛路２２０號,120.3156,22.68562,(07)3458378,0,快篩試劑如前一天到貨，隔天上午7點30分發號碼牌即開始販售，星期四，六營業時間至中午12點，可打電話詢問
5907300177,人尚大藥局,高雄市左營區榮總路１０９號１樓,120.3217,22.67927,(07)3100000,0,無
5907300211,勁好健保藥局,高雄市左營區果峰街１２巷２６號１樓,120.2881,22.67178,(07)5855767,0,無
5907300239,左野藥局,高雄市左營區崇德路２２２號,120.3052,22.675,(07)3486883,0,營業時間: AM9:00-PM22:30
5907300319,士凱藥局,高雄市左營區孟子路１７８號,120.3126,22.67387,(07)3430257,0,無
5907300346,正心藥師藥局,高雄市左營區左營大路４７３之２號,120.295,22.68946,(07)5880386,0,快篩試劑 9:00開賣，售完為止! W1~W5 12:00-14:00 休息!  W7 全休 不販售快篩!
5907300408,安闔藥局,高雄市左營區榮總路２３號１樓,120.3217,22.67851,(07)3596913,0,實名制快篩販售時間 : 早上8 : 30至售完為止
5907300417,森森藥師藥局,高雄市左營區緯六路２１５號１樓,120.2874,22.69707,(07)5853600,0,快篩販售（W1~W5） 8~19點；（W6） 8:30~12點，售完為止
5907300506,躍獅祐恩藥局,高雄市左營區明華一路１３２號１樓,120.3073,22.66307,(07)5508706,0,不用排隊，隨到隨買~AM9:30-PM22:00
5907300515,詮裕藥局,高雄市左營區華夏路７０６號１樓,120.3022,22.6778,(07)3453942,0,星期一到星期六早上8點銷售到售完為止.星期日---無
5907300588,明禾藥局,高雄市左營區華夏路１７３２號１樓,120.3204,22.68777,(07)3493734,0,快篩販賣時間早上10點開始
5907300613,新高橋藥局河堤店,高雄市左營區裕誠路１４４號１樓及地下１樓,120.3095,22.66423,(07)5582806,0,下午1:30開始販售口罩至下午5:30
5907300631,大樹孟子藥局,高雄市左營區孟子路２２６、２２８號,120.3112,22.67415,(07)3461772,0,快篩實名制，每天16:00開始販售，售完為止。
5907300659,維康藥局高榮店,高雄市左營區榮總路１０５號１樓,120.3216,22.6809,(07)3494540,0,平常日0900-1700假日1000-1800
5907300677,佳寧峰藥局,高雄市左營區部後街２號,120.2886,22.6834,(07)5886408,0,快篩試劑販賣時段:上午8:30起至售完為止
5907300686,左營自由藥局,高雄市左營區自由二路３５０、３５０－１號,120.3091,22.66599,(07)5589991,0,無
5907300702,禾順左營藥局,高雄市左營區自由三路４１０號２樓,120.3127,22.67563,(07)3592582,0,星期一~星期六 實名制快篩劑發放時間  8:00~21:30 （周日公休）
5907300711,富元聯合健康藥局,高雄市左營區博愛三路３７號,120.3038,22.67145,(07)3488585,0,無
5907300748,翔生藥局合群店,高雄市左營區緯六路２５６號,120.2871,22.6976,(07)5880055,0,實名制快篩販售時間：星期一至星期五，售完為止
5907300757,奕康藥局,高雄市左營區明華一路７６號,120.3091,22.663,(07)5561908,0,快篩實名制於營業時段內皆可領取
5907300766,悠仁藥局,高雄市左營區自由三路１７０號,120.3113,22.67165,(07)3457979,0,六日看診時間為0800~1200
5907300784,新高橋藥局博正店,高雄市左營區忠言路１８０號,120.3038,22.65841,(07)5509810,0,下午2:30開始販售口罩
5907300800,元大藥師健保藥局,高雄市左營區榮德街３２７號,120.3211,22.68636,(07)3507531,0,無
5907300819,志全藥局,高雄市左營區富國路１６８號１樓,120.3068,22.66075,(07)5568217,0,藥局販售口罩時間，依藥局門口公告時間為主（售完為止）
5907300882,得孚社區藥局,高雄市左營區重立路５３３號１樓,120.3098,22.67955,(07)3410121,0,營業日上午09:30-11:30為販賣快篩時間.三四下午2:30-400販售
5907300908,明自丁丁藥局,高雄市左營區自由二路１５２號１樓,120.3089,22.66223,(07)5568902,0,無
5907300926,高鐵藥局,高雄市左營區華夏路１３２２．１３２６號,120.312,22.68587,(07)3452797,0,快篩實名制，每天16:00開始販售，售完為止。
5907300944,左營藥局,高雄市左營區華夏路３２５號,120.2972,22.67167,(07)5501017,0,快篩實名制，每天16:00開始販售，售完為止。
5907300953,翔生藥局,高雄市左營區左營大路５１４號,120.2953,22.68921,(07)5827329,0,快篩實名制早上9點開賣
5907300971,健勝藥局,高雄市左營區勝利路１２７－１號１樓,120.2896,22.6806,(07)5811169,0,正常情況於每日上午九點開始販售
5907300980,大路藥局,高雄市左營區左營大路５５－２號１樓,120.2877,22.6813,(07)5851001,0,快篩實名制，每天16:00開始販售，售完為止。
5907301012,新高橋藥局華夏店,高雄市左營區華夏路１１１０號,120.3085,22.68343,(07)3410915,0,無
5907301021,杏一左營自由藥局,高雄市左營區自由二路３９７號,120.3084,22.66541,(07)5509511,0,無
5907301030,丁丁藥局北高雄店,高雄市左營區自由三路１４８號,120.311,22.6707,(07)3453680,0,快篩實名制早上9點開始販售
5907301049,新高橋藥局裕誠店,高雄市左營區裕誠路２９１號１樓,120.3078,22.66511,(07)5573857,0,無
5907301076,熊安心藥局華夏店,高雄市左營區華夏路１２１２號１樓,120.3104,22.68483,(07)3430632,0,快篩試劑-請參考藥局營業時間或致電詢問
5907301094,杏一高榮二店藥局,高雄市左營區榮總路１７７號１樓,120.3213,22.6811,(07)3463348,0,實名制快篩 週一~五09:30開賣／週六14:30開賣
5907310020,德民藥局,高雄市楠梓區德民路９１１號,120.2897,22.72085,(07)3630805,0,營業日星期一至星期六上午11:00~15:00銷售快篩實名制.售完為止，週日公休
5907310128,新高橋藥局土庫店,高雄市楠梓區土庫路１８８號１樓,120.3309,22.73885,(07)3535458,0,快篩販售時間10:00~22:00，售完為止
5907310137,青田藥局,高雄市楠梓區監理南街６８號,120.3188,22.72897,(07)3648257,0,銷售時間才販賣，別在看庫存了 ／ 周一至周五上午10:30 下午14:30 晚上19:00，這三個時段不接電話，請記得加購確診備用藥
5907310173,安健藥局,高雄市楠梓區鳳楠路２５０號,120.3296,22.72617,(07)3520167,0,2／06起營業日早上8點開始販賣，周六日早上8:30 .售完為止
5907310262,大樹楠梓藥局,高雄市楠梓區軍校路９０８號,120.2919,22.71246,(07)3632322,0,快篩實名制，每天16:00開始販售，售完為止。
5907310271,漢宏健保藥局,高雄市楠梓區加宏路９７號,120.2966,22.71804,(07)3626086,0,營業時間販賣口罩.售完為止
5907310280,久和藥局,高雄市楠梓區德民路１００６－５號,120.2863,22.71906,(07)3659555,0,9:00開始販售實名制快篩 國定假日.周日休息.
5907310342,楠梓久億藥局,高雄市楠梓區德祥路２２１號,120.3075,22.72657,(07)3657099,0,實名制快篩販售時間2:00PM-3:30PM。兒童免費領時間3:30PM-4:30PM。提早售／領完即截止。
5907310351,惠民楠梓藥局,高雄市楠梓區建楠路２１７號,120.3248,22.72689,(07)3521896,0,平常二點開始發，發完為止；記得備防疫包，增強免疫力
5907310360,百康藥局,高雄市楠梓區右昌街４１６號,120.2884,22.71571,(07)3601281,0,4／22公休
5907310379,德昌藥局,高雄市楠梓區德賢路２１５號,120.3053,22.72632,(07)3619998,0,實名制快篩販售時間：周一至週日，08:00至21:00，售完為止。
5907310388,宸實藥局,高雄市楠梓區後昌路４７巷２３－１號,120.3129,22.71975,(07)3642142,0,星期一（W1）~星期六（W6）快篩開賣售完為止_
5907310404,藍田藥局,高雄市楠梓區藍田路１號,120.2953,22.72643,(07)3601236,0,無
5907310431,興楠丁丁藥局,高雄市楠梓區興楠路２６２號１樓,120.3329,22.7301,(07)3559668,0,無
5907310468,黃藥局,高雄市楠梓區建楠路１８６號１樓,120.3261,22.72716,(07)3515700,0,快篩實名制中午1點開始販售
5907310477,新高橋藥局藍昌店,高雄市楠梓區藍昌路３８７號１樓,120.2915,22.72658,(07)5912358,0,無
5907320133,莊敬藥局,高雄市三民區大昌一路３２號１樓,120.3278,22.65307,(07)3976079,0,星期一~星期日65歲以上長者可帶健保卡免費領快篩試劑
5907320179,新高橋藥局天祥店,高雄市三民區天祥一路１１７號,120.3205,22.66711,(07)3102683,0,實名制快篩販售到晚上10:00售完為止
5907320259,明誠藥局,高雄市三民區明誠一路１７２號,120.3273,22.65994,(07)3108636,0,無
5907320295,新高橋藥局澄清店,高雄市三民區澄和路２號１樓,120.3461,22.64438,(07)3815186,0,下午1:30開始販售口罩
5907320302,新高橋藥局明誠店,高雄市三民區明誠一路４９２號,120.3226,22.66046,(07)3107072,0,下午2:30開始販售
5907320375,聖一健保藥局,高雄市三民區鼎山街３６３號,120.322,22.65771,(07)3959300,0,無
5907320428,東京藥局,高雄市三民區建工路６８５號,120.3173,22.6478,(07)3874567,0,實名制快篩販售時間: 每日10:00-晚上20:00
5907320437,金鼎大藥局,高雄市三民區鼎力路３７６及３７８號１樓,120.3253,22.66928,(07)3473271,0,販售時間依到貨時間決定
5907320464,建元健保藥局,高雄市三民區興昌街８３巷９號,120.3181,22.64621,(07)3927865,0,無
5907320535,康誠藥局,高雄市三民區建工路６１６號,120.3228,22.64934,(07)3893889,0,星期一~星期日早上09：30~11：50。星期一~星期六下午15：30~17：50、晚上19：30~21：20
5907320580,丸之內藥局,高雄市三民區十全二路３２１、３２３號,120.2923,22.64601,(07)3156688,0,無
5907320633,勁康健保藥局,高雄市三民區義華路４０２號１樓,120.3331,22.64371,(07)3966716,0,如為當日配量快篩實名制配貨到即可販售，若前一日就到貨，則早上10點開始
5907320651,未來照護藥局,高雄市三民區鼎瑞街１０８號１樓,120.3154,22.66606,(07)3105356,0,無
5907320679,安安藥局,高雄市三民區鼎和街３２號１樓,120.3186,22.66679,(07)3420010,0,防疫家用快篩試劑代售：星期一~六上午9點開始代售，當日配額售完為止
5907320697,鄰好藥師藥局,高雄市三民區褒揚街２８７號,120.3398,22.64097,(07)3909589,0,實名制快篩，防疫用品販售中，各大醫院處方箋免費領藥
5907320704,建工台安藥局,高雄市三民區建工路４９９號之１,120.3224,22.64884,(07)3807521,0,實名制快篩每日9:00開始販售，售完為止。
5907320740,忠仁藥局,高雄市三民區中都街３５號１樓,120.2867,22.63955,(07)3125305,0,無
5907320768,心樂保健藥局,高雄市三民區光裕路７８號１樓,120.3331,22.63789,(07)3855377,0,星期一到星期三上午8:30-12:00，下午3點到6點（快篩售完為止）.星期四上午8:30-12:00， 星期五下午14:00-17:00（售完為止）
5907320777,桉家藥師藥局,高雄市三民區明誠一路３９３號,120.3228,22.65998,(07)3929732,0,無
5907320811,力生藥局,高雄市三民區鼎中路１６８號１樓,120.3194,22.6622,(07)3105231,0,營業日星期一~星期五11點起、星期六~星期日晚上6點 開始販賣（實名制快篩）.售完為止
5907320848,仕康健保藥妝藥局,高雄市三民區建興路２２２號,120.325,22.6447,(07)3845050,0,下午3點販售，現場排隊
5907320857,陽明上鼎藥師健保藥局,高雄市三民區陽明路１０１號１樓,120.3413,22.64008,(07)3962358,0,藥局販售口罩時間，14:45發放號碼牌.15:00過卡（售完為止）
5907320866,意朋建興藥局,高雄市三民區建興路２２５號１樓,120.3251,22.64418,(07)3929507,0,無
5907320875,耀美麗藥局,高雄市三民區中華三路２８３號,120.2931,22.63585,(07)2153885,0,中午12:00販售現場排隊（仕康健保藥局）
5907320893,大樹天祥藥局,高雄市三民區天祥一路１６７號,120.3191,22.66737,(07)3429902,0,無
5907320900,大昌藥局,高雄市三民區大昌二路３９７號,120.3317,22.64915,(07)3961396,0,無
5907320919,心寬福藥局,高雄市三民區大順二路７１８號一樓,120.3193,22.65359,(07)3832366,0,快篩販售週日公休。
5907320946,熊安心藥局,高雄市三民區陽明路４０８號,120.3429,22.64609,(07)3815212,0,無
5907320964,森心藥局,高雄市三民區自強一路２１６號１樓,120.2917,22.63527,(07)2818580,0,快篩購買時間星期一到六營業時間內販售。
5907320982,康圓藥局,高雄市三民區大豐二路３５９．３６１號１樓,120.3343,22.6468,(07)3909978,0,無
5907321005,諾亞藥局,高雄市三民區鼎華路１４號１樓,120.3164,22.65139,(07)3929966,0,無
5907321023,富容健保藥局,高雄市三民區覺民路３３６－１號,120.3357,22.64045,(07)3850208,0,無
5907321032,三民明誠藥局,高雄市三民區明誠一路５００號１－２Ｆ及５０２號,120.3223,22.66046,(07)3493137,0,無
5907321041,鼎安健保藥局,高雄市三民區鼎中路４１８號１樓,120.3199,22.66719,(07)3509939,0,快篩實名制營業日早上10點開始販售，售完為止。
5907321069,桂林活力藥局九如店,高雄市三民區懷安街１１２號１樓,120.3176,22.64095,(07)3981009,0,無
5907321078,振源藥局,高雄市三民區熱河一街３５５號１樓,120.3061,22.64365,(07)3112541,0,實名制快篩隨到隨領，六日皆有營業
5907321096,建工丁丁藥局,高雄市三民區建工路５６８號,120.3244,22.65015,(07)3830841,0,快篩實名制早上9點開始販售
5907321103,自由藥局,高雄市三民區自由一路７８號,120.3089,22.64422,(07)3223113,0,快篩實名制，每天16:00開始販售，售完為止。
5907321121,九如順天藥局,高雄市三民區大連街９巷１８號,120.3045,22.64073,(07)3220706,0,實名制快篩為營業時間皆開放領取，領完為止
5907321130,大豐藥局,高雄市三民區大豐一路４７１號,120.3263,22.65861,(07)3980133,0,無
5907321158,窩窩香藥局,高雄市三民區明哲路４２－１號１樓,120.312,22.66176,(07)3505883,0,周一~周六 14:00-20:00／周日20:00-21:00
5907321167,高杏健保藥局,高雄市三民區義華路４３２號,120.3325,22.6437,(07)3920588,0,無
5907330031,健美藥局,高雄市新興區復興一路４０之４號,120.3084,22.62985,(07)2291108,0,111／5／27開始快篩販售時間上午9:00~22:00
5907330040,維康藥局,高雄市新興區中正三路６５號,120.3078,22.63077,(07)2615396,0,早診7:30-12:00， 午診15:00-18:00， 晚診18:00-20:00
5907330148,康園藥局,高雄市新興區六合一路５３－１２號,120.3089,22.63241,(07)2372069,0,快篩實名制領取限下午15:30~20:00，現場排隊
5907330184,崇信藥局,高雄市新興區中正四路５３號１樓,120.3,22.6305,(07)2810205,0,因系統轉換，6／1起快篩暫時停賣
5907330200,新興復興藥局,高雄市新興區復興一路７６號１樓,120.3085,22.63312,(07)2352550,0,無
5907330219,美麗島台安藥局,高雄市新興區中山一路１１５號地下１樓,120.3015,22.63155,(07)2365490,0,位於美麗島捷運站地下一樓（7-11對面）。
5907330228,林森合豐藥局,高雄市新興區林森一路３７號１樓,120.305,22.62388,(07)2823313,0,無
5907340019,台灣社區照護藥局,高雄市前金區中山二路５３３號７樓之１,120.3016,22.62066,(07)2211350,0,★實名制快篩代售時間：當日12－14點★慢箋免費領藥：週一至週五10－18點★防疫酒精供貨★歡迎慢箋用藥諮詢
5907340046,銘益藥局,高雄市前金區七賢二路２０８、２１０號１樓,120.2951,22.63314,(07)2853107,0,春節期間看診時段請電洽藥局
5907340091,捷康藥妝藥局,高雄市前金區七賢二路３９６號一樓,120.288,22.63082,(07)2166099,0,4／2-4／5連休
5907350113,英祥藥局,高雄市苓雅區英祥街１９號,120.3257,22.61678,(07)7522786,0,無
5907350177,佳康藥局,高雄市苓雅區建國一路３３４號,120.3247,22.63293,(07)2266685,0,快篩代售領取時間:一至六 13:00~16:30因配合隔壁診所，所以會優先處理看診病患，謝謝。請自備500元整，不找零。
5907350186,中美藥局,高雄市苓雅區正言路２６號１樓,120.3303,22.6307,(07)7151149,0,快篩試劑販售，週一~週六09:30開始售完為止
5907350195,健順藥局,高雄市苓雅區自強三路１４０號,120.2986,22.61724,(07)2695832,0,自2／6起，營業日0830~22:00為口罩販售時間，售完為止
5907350220,仁愛藥師藥局,高雄市苓雅區中正一路２３０號,120.3296,22.62921,(07)7222300,0,實名快篩一到五10:00，紅字假日12:00開始領取
5907350266,人和藥局,高雄市苓雅區正義路１８０－６號,120.3402,22.63182,(07)7490883,0,週一至週五8:30~21:30；週六9:00~21:00
5907350300,辰安藥局,高雄市苓雅區青年一路１８５－２號,120.3069,22.62138,(07)5365545,0,無
5907350319,御康藥局,高雄市苓雅區光華一路３５號,120.3172,22.61918,(07)3313535,0,快篩實名制，8:30~22:00販售
5907350328,安杏藥局,高雄市苓雅區四維二路９４－１７號,120.3197,22.62273,(07)7511739,0,快篩試劑代售時間星期一到星期五早上9:00-18:00. 星期六停售
5907350346,武廟幸福藥局,高雄市苓雅區武廟路３５號,120.3316,22.62999,(07)7170085,0,1: 自111／5／1起：快篩販售時間為13:40開始。2: 販售方式依現場公告為主，售完為止。
5907350480,健森藥局,高雄市苓雅區林森二路１４４號１樓,120.3066,22.62054,(07)3365169,0,早上9點領牌 下午3~5點領口罩
5907350499,鑫美健保特約藥局,高雄市苓雅區光華一路１４８－５８號１樓,120.3158,22.62389,(07)7715088,0,開賣實名制快篩，慢箋免費領藥
5907350506,大樹苓雅藥局,高雄市苓雅區中華四路１５３號,120.3001,22.61783,(07)5353111,0,快篩實名制，每天16:00開始販售，售完為止。
5907350533,健群藥局,高雄市苓雅區安業路４０號,120.3231,22.62731,(07)7150097,0,無
5907350551,大樹武廟藥局,高雄市苓雅區武廟路４３、４５號１樓,120.3314,22.63005,(07)7222268,0,快篩實名制，每天16:00開始販售，售完為止。
5907350560,成功合豐藥局,高雄市苓雅區成功一路１７０號１樓,120.2972,22.61595,(07)2695657,0,無
5907350597,武廟台安藥局,高雄市苓雅區武廟路１３３－１號,120.3266,22.63106,(07)7228893,0,實名制快篩販售時間：（一）~（日） 9:00~21:00
5907350631,三多藥局,高雄市苓雅區三多二路２９２號１樓,120.3173,22.61838,(07)3365889,0,快篩實名制，每天16:00開始販售，售完為止。
5907350659,北京藥局林泉店,高雄市苓雅區林泉里３鄰林泉街３５號１樓,120.3192,22.62323,(07)7263030,0,營業時間08:00~23:00，快篩上午8點30分開始販售
5907360146,好芳鄰藥局,高雄市前鎮區光華二路２５７號,120.3179,22.61398,(07)3318657,0,無
